date,opponent/venue,result,attend,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2018,"South Dakota @ Milwaukee, Wis.",3-1,0,4.0,0,56.0,27.0,160.0,0.181,53.0,9.0,4.0,72.0,6.0,1.0,10.0,1.0,71.0,3.0,South Dakota,4,14.0,6.75,40.0,13.25,2.25,1.0,18.0,1.5,0.25,2.5,0.25,17.75
08/24/2018,"New Hampshire @ Milwaukee, Wis.",3-1,0,4.0,0,58.0,21.0,170.0,0.218,51.0,7.0,3.0,69.0,3.0,2.0,14.0,3.0,74.0,2.0,New Hampshire,4,14.5,5.25,42.5,12.75,1.75,0.75,17.25,0.75,0.5,3.5,0.75,18.5
08/25/2018,@ Milwaukee,3-1,0,4.0,0,52.0,28.0,142.0,0.169,51.0,6.0,5.0,66.0,5.0,1.0,26.0,0.0,72.0,3.0,Milwaukee,4,13.0,7.0,35.5,12.75,1.5,1.25,16.5,1.25,0.25,6.5,0.0,18.0
08/31/2018,"Princeton @ Hamilton, NY",0-3,0,3.0,0,39.0,14.0,102.0,0.245,37.0,2.0,9.0,36.0,7.0,0.0,4.0,0.0,43.0,4.0,Princeton,3,13.0,4.666666666666667,34.0,12.333333333333334,0.6666666666666666,3.0,12.0,2.333333333333333,0.0,1.3333333333333333,0.0,14.333333333333334
08/31/2018,@ Colgate,3-0,0,3.0,0,51.0,13.0,82.0,0.463,44.0,5.0,9.0,23.0,9.0,0.0,6.0,0.0,59.0,1.0,Colgate,3,17.0,4.333333333333333,27.333333333333332,14.666666666666666,1.6666666666666667,3.0,7.666666666666667,3.0,0.0,2.0,0.0,19.666666666666668
09/01/2018,"SFA @ Hamilton, NY",3-1,0,4.0,0,62.0,23.0,147.0,0.265,59.0,9.0,11.0,64.0,1.0,1.0,18.0,1.0,81.0,0.0,SFA,4,15.5,5.75,36.75,14.75,2.25,2.75,16.0,0.25,0.25,4.5,0.25,20.25
09/07/2018,"Buffalo @ Fayetteville, Ark.",3-1,0,4.0,0,58.0,25.0,133.0,0.248,54.0,11.0,7.0,50.0,9.0,0.0,18.0,2.0,78.0,4.0,Buffalo,4,14.5,6.25,33.25,13.5,2.75,1.75,12.5,2.25,0.0,4.5,0.5,19.5
09/08/2018,@ Arkansas,0-3,0,3.0,0,37.0,20.0,97.0,0.175,35.0,5.0,5.0,42.0,6.0,0.0,4.0,1.0,44.0,1.0,Arkansas,3,12.333333333333334,6.666666666666667,32.333333333333336,11.666666666666666,1.6666666666666667,1.6666666666666667,14.0,2.0,0.0,1.3333333333333333,0.3333333333333333,14.666666666666666
09/08/2018,"Butler @ Fayetteville, Ark.",3-1,0,4.0,0,56.0,33.0,165.0,0.139,56.0,1.0,4.0,83.0,1.0,2.0,18.0,3.0,68.0,2.0,Butler,4,14.0,8.25,41.25,14.0,0.25,1.0,20.75,0.25,0.5,4.5,0.75,17.0
09/14/2018,"UIC @ Chicago, Ill.",3-0,0,3.0,0,43.0,20.0,105.0,0.219,41.0,7.0,4.0,46.0,4.0,3.0,10.0,0.0,58.0,0.0,UIC,3,14.333333333333334,6.666666666666667,35.0,13.666666666666666,2.3333333333333335,1.3333333333333333,15.333333333333334,1.3333333333333333,1.0,3.3333333333333335,0.0,19.333333333333332
09/15/2018,@ Loyola Chicago,3-1,0,4.0,0,58.0,20.0,131.0,0.29,55.0,9.0,10.0,45.0,5.0,1.0,10.0,0.0,73.0,0.0,Loyola Chicago,4,14.5,5.0,32.75,13.75,2.25,2.5,11.25,1.25,0.25,2.5,0.0,18.25
09/15/2018,"DePaul @ Chicago, Ill.",3-0,0,3.0,0,40.0,22.0,119.0,0.151,34.0,4.0,4.0,49.0,5.0,1.0,16.0,1.0,53.0,1.0,DePaul,3,13.333333333333334,7.333333333333333,39.666666666666664,11.333333333333334,1.3333333333333333,1.3333333333333333,16.333333333333332,1.6666666666666667,0.3333333333333333,5.333333333333333,0.3333333333333333,17.666666666666668
09/21/2018,@ Indiana,1-3,0,4.0,0,45.0,22.0,120.0,0.192,41.0,1.0,4.0,44.0,3.0,0.0,17.0,4.0,54.5,2.0,Indiana,4,11.25,5.5,30.0,10.25,0.25,1.0,11.0,0.75,0.0,4.25,1.0,13.625
09/22/2018,@ Purdue,1-3,0,4.0,0,50.0,29.0,142.0,0.148,47.0,3.0,4.0,59.0,7.0,0.0,12.0,1.0,59.0,0.0,Purdue,4,12.5,7.25,35.5,11.75,0.75,1.0,14.75,1.75,0.0,3.0,0.25,14.75
09/28/2018,Nebraska,0-3,0,3.0,0,29.0,15.0,98.0,0.143,25.0,5.0,7.0,40.0,8.0,2.0,10.0,1.0,41.0,0.0,Nebraska,3,9.666666666666666,5.0,32.666666666666664,8.333333333333334,1.6666666666666667,2.3333333333333335,13.333333333333334,2.6666666666666665,0.6666666666666666,3.3333333333333335,0.3333333333333333,13.666666666666666
09/30/2018,Iowa,2-3,0,5.0,0,58.0,33.0,171.0,0.146,56.0,2.0,5.0,72.0,4.0,5.0,20.0,2.0,75.0,0.0,Iowa,5,11.6,6.6,34.2,11.2,0.4,1.0,14.4,0.8,1.0,4.0,0.4,15.0
10/03/2018,Minnesota,0-3,0,3.0,0,30.0,19.0,94.0,0.117,29.0,6.0,5.0,26.0,9.0,1.0,6.0,1.0,40.0,0.0,Minnesota,3,10.0,6.333333333333333,31.333333333333332,9.666666666666666,2.0,1.6666666666666667,8.666666666666666,3.0,0.3333333333333333,2.0,0.3333333333333333,13.333333333333334
10/06/2018,@ Illinois,0-3,0,3.0,0,24.0,21.0,87.0,0.034,22.0,0.0,8.0,29.0,7.0,0.0,4.0,0.0,26.0,2.0,Illinois,3,8.0,7.0,29.0,7.333333333333333,0.0,2.6666666666666665,9.666666666666666,2.333333333333333,0.0,1.3333333333333333,0.0,8.666666666666666
10/12/2018,@ Wisconsin,0-3,0,3.0,0,31.0,16.0,109.0,0.138,30.0,0.0,4.0,42.0,8.0,0.0,4.0,3.0,33.0,1.0,Wisconsin,3,10.333333333333334,5.333333333333333,36.333333333333336,10.0,0.0,1.3333333333333333,14.0,2.6666666666666665,0.0,1.3333333333333333,1.0,11.0
10/13/2018,@ Minnesota,0-3,0,3.0,0,34.0,22.0,114.0,0.105,34.0,4.0,3.0,49.0,1.0,0.0,6.0,3.0,41.0,2.0,Minnesota,3,11.333333333333334,7.333333333333333,38.0,11.333333333333334,1.3333333333333333,1.0,16.333333333333332,0.3333333333333333,0.0,2.0,1.0,13.666666666666666
10/19/2018,Michigan St.,3-0,0,3.0,0,40.0,20.0,98.0,0.204,39.0,4.0,10.0,35.0,1.0,8.0,10.0,1.0,57.0,0.0,Michigan St.,3,13.333333333333334,6.666666666666667,32.666666666666664,13.0,1.3333333333333333,3.3333333333333335,11.666666666666666,0.3333333333333333,2.6666666666666665,3.3333333333333335,0.3333333333333333,19.0
10/20/2018,Michigan,0-3,0,3.0,0,30.0,21.0,89.0,0.101,28.0,2.0,5.0,26.0,8.0,3.0,15.0,0.0,42.5,0.0,Michigan,3,10.0,7.0,29.666666666666668,9.333333333333334,0.6666666666666666,1.6666666666666667,8.666666666666666,2.6666666666666665,1.0,5.0,0.0,14.166666666666666
10/24/2018,@ Iowa,3-2,0,5.0,0,74.0,22.0,162.0,0.321,71.0,9.0,6.0,65.0,3.0,1.0,14.0,1.0,91.0,2.0,Iowa,5,14.8,4.4,32.4,14.2,1.8,1.2,13.0,0.6,0.2,2.8,0.2,18.2
10/28/2018,Ohio St.,3-0,0,3.0,0,37.0,14.0,89.0,0.258,27.0,7.0,5.0,32.0,3.0,1.0,10.0,3.0,50.0,0.0,Ohio St.,3,12.333333333333334,4.666666666666667,29.666666666666668,9.0,2.3333333333333335,1.6666666666666667,10.666666666666666,1.0,0.3333333333333333,3.3333333333333335,1.0,16.666666666666668
11/02/2018,@ Maryland,1-3,0,4.0,0,50.0,26.0,134.0,0.179,48.0,5.0,6.0,54.0,7.0,1.0,14.0,0.0,63.0,1.0,Maryland,4,12.5,6.5,33.5,12.0,1.25,1.5,13.5,1.75,0.25,3.5,0.0,15.75
11/04/2018,@ Ohio St.,3-1,0,4.0,0,53.0,18.0,137.0,0.255,44.0,7.0,11.0,57.0,9.0,0.0,22.0,1.0,71.0,6.0,Ohio St.,4,13.25,4.5,34.25,11.0,1.75,2.75,14.25,2.25,0.0,5.5,0.25,17.75
11/09/2018,Penn St.,0-3,0,3.0,0,35.0,16.0,102.0,0.186,35.0,2.0,7.0,39.0,5.0,2.0,8.0,2.0,43.0,0.0,Penn St.,3,11.666666666666666,5.333333333333333,34.0,11.666666666666666,0.6666666666666666,2.3333333333333335,13.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,14.333333333333334
11/10/2018,Rutgers,3-1,0,4.0,0,53.0,26.0,151.0,0.179,49.0,5.0,9.0,56.0,3.0,4.0,18.0,3.0,71.0,0.0,Rutgers,4,13.25,6.5,37.75,12.25,1.25,2.25,14.0,0.75,1.0,4.5,0.75,17.75
11/14/2018,Illinois,0-3,0,3.0,0,18.0,20.0,80.0,-0.025,16.0,2.0,4.0,18.0,5.0,1.0,6.0,3.0,24.0,0.0,Illinois,3,6.0,6.666666666666667,26.666666666666668,5.333333333333333,0.6666666666666666,1.3333333333333333,6.0,1.6666666666666667,0.3333333333333333,2.0,1.0,8.0
11/17/2018,@ Penn St.,0-3,0,3.0,0,26.0,20.0,93.0,0.065,25.0,1.0,7.0,29.0,6.0,0.0,2.0,1.0,28.0,2.0,Penn St.,3,8.666666666666666,6.666666666666667,31.0,8.333333333333334,0.3333333333333333,2.3333333333333335,9.666666666666666,2.0,0.0,0.6666666666666666,0.3333333333333333,9.333333333333334
11/21/2018,@ Michigan,0-3,0,3.0,0,26.0,26.0,94.0,0.0,26.0,2.0,2.0,42.0,7.0,0.0,8.0,0.0,32.0,2.0,Michigan,3,8.666666666666666,8.666666666666666,31.333333333333332,8.666666666666666,0.6666666666666666,0.6666666666666666,14.0,2.333333333333333,0.0,2.6666666666666665,0.0,10.666666666666666
11/23/2018,Indiana,3-1,0,4.0,0,55.0,22.0,134.0,0.246,55.0,5.0,6.0,55.0,1.0,2.0,33.0,0.0,78.5,0.0,Indiana,4,13.75,5.5,33.5,13.75,1.25,1.5,13.75,0.25,0.5,8.25,0.0,19.625
